site,date,variable,value
ray,2012-05-27,flow,0.74
ray,2012-05-28,flow,0.694
ray,2012-05-29,flow,0.647
ray,2012-05-30,flow,0.68
ray,2012-05-31,flow,0.685
ray,2012-06-01,flow,0.635
ray,2012-06-02,flow,0.643
ray,2012-06-03,flow,1.96
ray,2012-06-04,flow,3.3
ray,2012-06-05,flow,2.88
ray,2012-06-06,flow,2.01
ray,2012-06-07,flow,1.57
ray,2012-06-08,flow,1.84
ray,2012-06-09,flow,2.14
ray,2012-06-10,flow,1.8
ray,2012-06-11,flow,4.43
ray,2012-06-12,flow,7.33
ray,2012-06-13,flow,6.82
ray,2012-06-14,flow,6.47
ray,2012-06-15,flow,7.68
ray,2012-06-16,flow,7.39
ray,2012-06-17,flow,6.87
ray,2012-06-18,flow,6.41
ray,2012-06-19,flow,5.52
ray,2012-06-20,flow,3.93
ray,2012-06-21,flow,3.87
ray,2012-06-22,flow,4.06
ray,2012-06-23,flow,3.47
ray,2012-06-24,flow,5.07
ray,2012-06-25,flow,5.11
ray,2012-06-26,flow,4.58
ray,2012-06-27,flow,3.61
ray,2012-06-28,flow,2.5
ray,2012-06-29,flow,1.81
ray,2012-06-30,flow,1.45
ray,2012-07-01,flow,1.28
ray,2012-07-02,flow,1.16
ray,2012-07-03,flow,1.21
ray,2012-07-04,flow,1.59
ray,2012-07-05,flow,2.69
ray,2012-07-06,flow,5.42
ray,2012-07-07,flow,7.47
ray,2012-07-08,flow,7.53
ray,2012-07-09,flow,7.53
ray,2012-07-10,flow,7.25
ray,2012-07-11,flow,6.94
ray,2012-07-12,flow,7.04
ray,2012-07-13,flow,8.07
ray,2012-07-14,flow,7.88
ray,2012-07-15,flow,8.07
ray,2012-07-16,flow,7.36
ray,2012-07-17,flow,7.09
ray,2012-07-18,flow,6.77
ray,2012-07-19,flow,6.17
ray,2012-07-20,flow,4.97
ray,2012-07-21,flow,3.9
ray,2012-07-22,flow,2.97
ray,2012-07-23,flow,2.21
ray,2012-07-24,flow,1.68
ray,2012-07-25,flow,1.38
ray,2012-07-26,flow,1.12
ray,2012-07-27,flow,0.439
ray,2012-07-28,flow,0.879
ray,2012-07-29,flow,0.894
ray,2012-07-30,flow,0.949
ray,2012-07-31,flow,1.06
ray,2012-08-01,flow,0.99
ray,2012-08-02,flow,0.999
ray,2012-08-03,flow,1.01
ray,2012-08-04,flow,0.924
ray,2012-08-05,flow,2.11
ray,2012-08-06,flow,3.86
ray,2012-08-07,flow,2.91
ray,2012-08-08,flow,2.1
ray,2012-08-09,flow,0.999
ray,2012-08-10,flow,1.21
ray,2012-08-11,flow,1.04
ray,2012-08-12,flow,0.916
ray,2012-08-13,flow,0.854
ray,2012-08-14,flow,0.798
ray,2012-08-15,flow,0.882
ray,2012-08-16,flow,0.996
ray,2012-08-17,flow,0.993
ray,2012-08-18,flow,0.865
ray,2012-08-19,flow,0.737
ray,2012-08-20,flow,0.679
ray,2012-08-21,flow,0.625
ray,2012-08-22,flow,0.567
ray,2012-08-23,flow,0.531
ray,2012-08-24,flow,0.529
ray,2012-08-25,flow,0.62
ray,2012-08-26,flow,0.671
ray,2012-08-27,flow,0.574
ray,2012-08-28,flow,0.699
ray,2012-08-29,flow,0.979
ray,2012-08-30,flow,1.81
ray,2012-08-31,flow,1.59
ray,2012-09-01,flow,1.28
ray,2012-09-02,flow,0.991
ray,2012-09-03,flow,0.515
ray,2012-09-04,flow,0.577
ray,2012-09-05,flow,0.627
ray,2012-09-06,flow,0.587
ray,2012-09-07,flow,0.544
ray,2012-09-08,flow,0.52
ray,2012-09-09,flow,0.479
ray,2012-09-10,flow,0.461
ray,2012-09-11,flow,0.431
ray,2012-09-12,flow,0.404
ray,2012-09-13,flow,0.421
ray,2012-09-14,flow,0.379
ray,2012-09-15,flow,0.37
ray,2012-09-16,flow,0.361
ray,2012-09-17,flow,0.347
ray,2012-09-18,flow,0.335
ray,2012-09-19,flow,0.327
ray,2012-09-20,flow,0.329
ray,2012-09-21,flow,0.333
ray,2012-09-22,flow,0.321
ray,2012-09-23,flow,0.485
ray,2012-09-24,flow,2.17
ray,2012-09-25,flow,2.23
ray,2012-09-26,flow,1.8
ray,2012-09-27,flow,2.59
ray,2012-09-28,flow,2.6
ray,2012-09-29,flow,1.76
ray,2012-09-30,flow,1.27
ray,2012-10-01,flow,0.993
ray,2012-10-02,flow,0.921
ray,2012-10-03,flow,0.927
ray,2012-10-04,flow,0.943
ray,2012-10-05,flow,2.75
ray,2012-10-06,flow,5.54
ray,2012-10-07,flow,5.58
ray,2012-10-08,flow,5.11
ray,2012-10-09,flow,4.16
ray,2012-10-10,flow,3.16
ray,2012-10-11,flow,2.43
ray,2012-10-12,flow,2.73
ray,2012-10-13,flow,2.53
ray,2012-10-14,flow,2.08
ray,2012-10-15,flow,1.17
ray,2012-10-16,flow,1.33
ray,2012-10-17,flow,4.5
ray,2012-10-18,flow,9.48
ray,2012-10-19,flow,9.55
ray,2012-10-20,flow,9.95
ray,2012-10-21,flow,9.75
ray,2012-10-22,flow,9.05
ray,2012-10-23,flow,7.55
ray,2012-10-24,flow,6.68
ray,2012-10-25,flow,5.5
ray,2012-10-26,flow,4.48
ray,2012-10-27,flow,3.36
ray,2012-10-28,flow,2.68
ray,2012-10-29,flow,2.22
ray,2012-10-30,flow,2.19
ray,2012-10-31,flow,2.64
ray,2012-11-01,flow,6.51
ray,2012-11-02,flow,6.89
ray,2012-11-03,flow,6.82
ray,2012-11-04,flow,7.6
ray,2012-11-05,flow,8.12
ray,2012-11-06,flow,8.13
ray,2012-11-07,flow,7.12
ray,2012-11-08,flow,6.59
ray,2012-11-09,flow,5.54
ray,2012-11-10,flow,4.49
ray,2012-11-11,flow,3.63
ray,2012-11-12,flow,3.1
ray,2012-11-13,flow,3.25
ray,2012-11-14,flow,3.56
ray,2012-11-15,flow,2.65
ray,2012-11-16,flow,2.63
ray,2012-11-17,flow,2.77
ray,2012-11-18,flow,3.0
ray,2012-11-19,flow,2.76
ray,2012-11-20,flow,2.69
ray,2012-11-21,flow,5.81
ray,2012-11-22,flow,8.77
ray,2012-11-23,flow,9.83
ray,2012-11-24,flow,11.4
ray,2012-11-25,flow,14.6
ray,2012-11-26,flow,15.7
ray,2012-11-27,flow,18.4
ray,2012-11-28,flow,18.9
ray,2012-11-29,flow,18.1
ray,2012-11-30,flow,16.4
ray,2012-12-01,flow,14.1
ray,2012-12-02,flow,12.3
ray,2012-12-03,flow,10.5
ray,2012-12-04,flow,9.53
ray,2012-12-05,flow,8.44
ray,2012-12-06,flow,7.51
ray,2012-12-07,flow,7.59
ray,2012-12-08,flow,7.2
ray,2012-12-09,flow,6.3
ray,2012-12-10,flow,4.94
ray,2012-12-11,flow,3.91
ray,2012-12-12,flow,3.2
ray,2012-12-13,flow,2.73
ray,2012-12-14,flow,4.18
ray,2012-12-15,flow,7.05
ray,2012-12-16,flow,6.46
ray,2012-12-17,flow,5.56
ray,2012-12-18,flow,5.16
ray,2012-12-19,flow,5.04
ray,2012-12-20,flow,9.89
ray,2012-12-21,flow,8.52
ray,2012-12-22,flow,10.3
ray,2012-12-23,flow,12.3
ray,2012-12-24,flow,14.5
ray,2012-12-25,flow,16.5
ray,2012-12-26,flow,16.9
ray,2012-12-27,flow,17.3
ray,2012-12-28,flow,15.8
ray,2012-12-29,flow,14.5
ray,2012-12-30,flow,13.1
ray,2012-12-31,flow,11.7
ray,2013-01-01,flow,11.3
ray,2013-01-02,flow,10.4
ray,2013-01-03,flow,8.98
ray,2013-01-04,flow,7.79
ray,2013-01-05,flow,6.92
ray,2013-01-06,flow,5.93
ray,2013-01-07,flow,4.84
ray,2013-01-08,flow,3.93
ray,2013-01-09,flow,3.88
ray,2013-01-10,flow,3.68
ray,2013-01-11,flow,3.05
ray,2013-01-12,flow,3.05
ray,2013-01-13,flow,2.89
ray,2013-01-14,flow,3.03
ray,2013-01-15,flow,3.78
ray,2013-01-16,flow,3.19
ray,2013-01-17,flow,2.46
ray,2013-01-18,flow,2.25
ray,2013-01-19,flow,2.19
ray,2013-01-20,flow,2.17
ray,2013-01-21,flow,2.29
ray,2013-01-22,flow,2.35
ray,2013-01-23,flow,2.62
ray,2013-01-24,flow,2.98
ray,2013-01-25,flow,3.84
ray,2013-01-26,flow,9.52
ray,2013-01-27,flow,12.0
ray,2013-01-28,flow,9.86
ray,2013-01-29,flow,12.4
ray,2013-01-30,flow,13.7
ray,2013-01-31,flow,13.3
ray,2013-02-01,flow,12.2
ray,2013-02-02,flow,11.0
ray,2013-02-03,flow,10.0
ray,2013-02-04,flow,7.72
ray,2013-02-05,flow,6.31
ray,2013-02-06,flow,5.1
ray,2013-02-07,flow,3.8
ray,2013-02-08,flow,3.01
ray,2013-02-09,flow,3.07
ray,2013-02-10,flow,8.46
ray,2013-02-11,flow,12.1
ray,2013-02-12,flow,11.5
ray,2013-02-13,flow,13.0
ray,2013-02-14,flow,14.6
ray,2013-02-15,flow,12.9
ray,2013-02-16,flow,12.1
ray,2013-02-17,flow,11.9
ray,2013-02-18,flow,10.1
ray,2013-02-19,flow,8.31
ray,2013-02-20,flow,6.4
ray,2013-02-21,flow,5.0
ray,2013-02-22,flow,3.51
ray,2013-02-23,flow,2.66
ray,2013-02-24,flow,2.27
ray,2013-02-25,flow,2.04
thames,2009-03-03,flow,23.7
thames,2009-03-04,flow,33.8
thames,2009-03-05,flow,30.3
thames,2009-03-06,flow,24.4
thames,2009-03-07,flow,22.1
thames,2009-03-08,flow,19.0
thames,2009-03-09,flow,19.7
thames,2009-03-10,flow,18.1
thames,2009-03-11,flow,16.5
thames,2009-03-12,flow,16.0
thames,2009-03-13,flow,14.8
thames,2009-03-14,flow,14.7
thames,2009-03-15,flow,14.1
thames,2009-03-16,flow,13.9
thames,2009-03-17,flow,13.6
thames,2009-03-18,flow,13.2
thames,2009-03-19,flow,12.2
thames,2009-03-20,flow,12.2
thames,2009-03-21,flow,11.9
thames,2009-03-22,flow,11.2
thames,2009-03-23,flow,12.4
thames,2009-03-24,flow,12.4
thames,2009-03-25,flow,12.2
thames,2009-03-26,flow,11.8
thames,2009-03-27,flow,11.2
thames,2009-03-28,flow,11.1
thames,2009-03-29,flow,10.9
thames,2009-03-30,flow,10.3
thames,2009-03-31,flow,10.1
thames,2009-04-01,flow,9.91
thames,2009-04-02,flow,9.22
thames,2009-04-03,flow,9.56
thames,2009-04-04,flow,9.37
thames,2009-04-05,flow,9.28
thames,2009-04-06,flow,9.17
thames,2009-04-07,flow,9.12
thames,2009-04-08,flow,10.8
thames,2009-04-09,flow,11.2
thames,2009-04-10,flow,9.24
thames,2009-04-11,flow,9.5
thames,2009-04-12,flow,8.85
thames,2009-04-13,flow,8.68
thames,2009-04-14,flow,8.54
thames,2009-04-15,flow,8.31
thames,2009-04-16,flow,10.5
thames,2009-04-17,flow,10.8
thames,2009-04-18,flow,11.7
thames,2009-04-19,flow,9.97
thames,2009-04-20,flow,7.63
thames,2009-04-21,flow,7.61
thames,2009-04-22,flow,7.04
thames,2009-04-23,flow,7.51
thames,2009-04-24,flow,7.15
thames,2009-04-25,flow,6.93
thames,2009-04-26,flow,6.89
thames,2009-04-27,flow,6.75
thames,2009-04-28,flow,8.6
thames,2009-04-29,flow,7.24
thames,2009-04-30,flow,7.98
thames,2009-05-01,flow,6.14
thames,2009-05-02,flow,5.2
thames,2009-05-03,flow,5.05
thames,2009-05-04,flow,3.52
thames,2009-05-05,flow,3.77
thames,2009-05-06,flow,3.68
thames,2009-05-07,flow,3.55
thames,2009-05-08,flow,3.44
thames,2009-05-09,flow,3.44
thames,2009-05-10,flow,3.05
thames,2009-05-11,flow,4.77
thames,2009-05-12,flow,4.87
thames,2009-05-13,flow,3.46
thames,2009-05-14,flow,3.52
thames,2009-05-15,flow,9.72
thames,2009-05-16,flow,6.53
thames,2009-05-17,flow,5.72
thames,2009-05-18,flow,6.77
thames,2009-05-19,flow,8.44
thames,2009-05-20,flow,7.7
thames,2009-05-21,flow,7.19
thames,2009-05-22,flow,5.13
thames,2009-05-23,flow,4.87
thames,2009-05-24,flow,4.83
thames,2009-05-25,flow,4.76
thames,2009-05-26,flow,4.74
thames,2009-05-27,flow,4.38
thames,2009-05-28,flow,4.38
thames,2009-05-29,flow,5.26
thames,2009-05-30,flow,4.95
thames,2009-05-31,flow,5.39
thames,2009-06-01,flow,3.51
thames,2009-06-02,flow,2.23
thames,2009-06-03,flow,2.3
thames,2009-06-04,flow,2.65
thames,2009-06-05,flow,2.89
thames,2009-06-06,flow,2.85
thames,2009-06-07,flow,6.48
thames,2009-06-08,flow,8.14
thames,2009-06-09,flow,6.46
thames,2009-06-10,flow,4.63
thames,2009-06-11,flow,5.37
thames,2009-06-12,flow,3.74
thames,2009-06-13,flow,2.74
thames,2009-06-14,flow,2.74
thames,2009-06-15,flow,3.6
thames,2009-06-16,flow,4.33
thames,2009-06-17,flow,4.35
thames,2009-06-18,flow,4.47
thames,2009-06-19,flow,3.76
thames,2009-06-20,flow,2.53
thames,2009-06-21,flow,2.01
thames,2009-06-22,flow,2.16
thames,2009-06-23,flow,2.15
thames,2009-06-24,flow,2.1
thames,2009-06-25,flow,1.92
thames,2009-06-26,flow,2.32
thames,2009-06-27,flow,6.03
thames,2009-06-28,flow,2.15
thames,2009-06-29,flow,2.04
thames,2009-06-30,flow,3.92
thames,2009-07-01,flow,2.89
thames,2009-07-02,flow,1.56
thames,2009-07-03,flow,0.866
thames,2009-07-04,flow,0.757
thames,2009-07-05,flow,0.876
thames,2009-07-06,flow,1.19
thames,2009-07-07,flow,1.37
thames,2009-07-08,flow,3.94
thames,2009-07-09,flow,2.81
thames,2009-07-10,flow,1.27
thames,2009-07-11,flow,1.15
thames,2009-07-12,flow,1.82
thames,2009-07-13,flow,2.82
thames,2009-07-14,flow,3.94
thames,2009-07-15,flow,3.56
thames,2009-07-16,flow,3.41
thames,2009-07-17,flow,4.56
thames,2009-07-18,flow,5.73
thames,2009-07-19,flow,5.32
thames,2009-07-20,flow,4.1
thames,2009-07-21,flow,4.68
thames,2009-07-22,flow,5.52
thames,2009-07-23,flow,5.37
thames,2009-07-24,flow,3.52
thames,2009-07-25,flow,3.09
thames,2009-07-26,flow,2.13
thames,2009-07-27,flow,2.42
thames,2009-07-28,flow,2.91
thames,2009-07-29,flow,4.64
thames,2009-07-30,flow,4.88
thames,2009-07-31,flow,6.21
thames,2009-08-01,flow,4.95
thames,2009-08-02,flow,2.78
thames,2009-08-03,flow,2.92
thames,2009-08-04,flow,3.38
thames,2009-08-05,flow,8.2
thames,2009-08-06,flow,14.1
thames,2009-08-07,flow,18.7
thames,2009-08-08,flow,17.0
thames,2009-08-09,flow,9.52
thames,2009-08-10,flow,7.34
thames,2009-08-11,flow,6.42
thames,2009-08-12,flow,5.26
thames,2009-08-13,flow,6.3
thames,2009-08-14,flow,7.04
thames,2009-08-15,flow,5.44
thames,2009-08-16,flow,4.57
thames,2009-08-17,flow,3.34
thames,2009-08-18,flow,3.47
thames,2009-08-19,flow,3.55
thames,2009-08-20,flow,3.28
thames,2009-08-21,flow,3.34
thames,2009-08-22,flow,3.48
thames,2009-08-23,flow,3.82
thames,2009-08-24,flow,3.48
thames,2009-08-25,flow,2.83
thames,2009-08-26,flow,2.6
thames,2009-08-27,flow,2.94
thames,2009-08-28,flow,2.69
thames,2009-08-29,flow,2.56
thames,2009-08-30,flow,2.47
thames,2009-08-31,flow,2.46
thames,2009-09-01,flow,2.38
thames,2009-09-02,flow,3.57
thames,2009-09-03,flow,5.11
thames,2009-09-04,flow,6.08
thames,2009-09-05,flow,5.39
thames,2009-09-06,flow,5.02
thames,2009-09-07,flow,4.6
thames,2009-09-08,flow,4.18
thames,2009-09-09,flow,4.05
thames,2009-09-10,flow,3.7
thames,2009-09-11,flow,3.54
thames,2009-09-12,flow,3.69
thames,2009-09-13,flow,3.58
thames,2009-09-14,flow,3.59
thames,2009-09-15,flow,3.47
thames,2009-09-16,flow,3.34
thames,2009-09-17,flow,3.39
thames,2009-09-18,flow,2.13
thames,2009-09-19,flow,1.68
thames,2009-09-20,flow,2.04
thames,2009-09-21,flow,2.34
thames,2009-09-22,flow,2.25
thames,2009-09-23,flow,1.9
thames,2009-09-24,flow,1.79
thames,2009-09-25,flow,1.7
thames,2009-09-26,flow,1.61
thames,2009-09-27,flow,1.57
thames,2009-09-28,flow,1.58
thames,2009-09-29,flow,1.68
thames,2009-09-30,flow,1.59
thames,2009-10-01,flow,1.47
thames,2009-10-02,flow,1.51
thames,2009-10-03,flow,1.55
thames,2009-10-04,flow,1.46
thames,2009-10-05,flow,1.44
thames,2009-10-06,flow,1.65
thames,2009-10-07,flow,1.69
thames,2009-10-08,flow,1.9
thames,2009-10-09,flow,1.68
thames,2009-10-10,flow,1.17
thames,2009-10-11,flow,1.29
thames,2009-10-12,flow,2.03
thames,2009-10-13,flow,1.88
thames,2009-10-14,flow,1.57
thames,2009-10-15,flow,1.55
thames,2009-10-16,flow,1.53
thames,2009-10-17,flow,1.56
thames,2009-10-18,flow,2.62
thames,2009-10-19,flow,3.15
thames,2009-10-20,flow,3.27
thames,2009-10-21,flow,3.45
thames,2009-10-22,flow,2.55
thames,2009-10-23,flow,1.89
thames,2009-10-24,flow,2.17
thames,2009-10-25,flow,2.49
thames,2009-10-26,flow,1.85
thames,2009-10-27,flow,1.74
thames,2009-10-28,flow,1.68
thames,2009-10-29,flow,1.61
thames,2009-10-30,flow,1.55
thames,2009-10-31,flow,1.73
thames,2009-11-01,flow,3.08
thames,2009-11-02,flow,3.57
thames,2009-11-03,flow,3.56
thames,2009-11-04,flow,4.05
thames,2009-11-05,flow,3.48
thames,2009-11-06,flow,3.03
thames,2009-11-07,flow,2.28
thames,2009-11-08,flow,1.53
thames,2009-11-09,flow,1.75
thames,2009-11-10,flow,2.09
thames,2009-11-11,flow,2.47
thames,2009-11-12,flow,6.2
thames,2009-11-13,flow,12.7
thames,2009-11-14,flow,21.6
thames,2009-11-15,flow,21.4
thames,2009-11-16,flow,14.4
thames,2009-11-17,flow,14.4
thames,2009-11-18,flow,12.8
thames,2009-11-19,flow,11.6
thames,2009-11-20,flow,11.4
thames,2009-11-21,flow,12.4
thames,2009-11-22,flow,20.5
thames,2009-11-23,flow,27.2
thames,2009-11-24,flow,31.9
thames,2009-11-25,flow,35.4
thames,2009-11-26,flow,38.4
thames,2009-11-27,flow,37.7
thames,2009-11-28,flow,37.1
thames,2009-11-29,flow,39.3
thames,2009-11-30,flow,41.7
thames,2009-12-01,flow,45.2
thames,2009-12-02,flow,46.3
thames,2009-12-03,flow,44.8
thames,2009-12-04,flow,41.2
thames,2009-12-05,flow,38.6
thames,2009-12-06,flow,42.2
thames,2009-12-07,flow,46.5
thames,2009-12-08,flow,50.7
thames,2009-12-09,flow,53.0
thames,2009-12-10,flow,52.9
thames,2009-12-11,flow,48.1
thames,2009-12-12,flow,44.3
thames,2009-12-13,flow,37.8
thames,2009-12-14,flow,34.1
thames,2009-12-15,flow,31.9
thames,2009-12-16,flow,31.0
thames,2009-12-17,flow,30.6
thames,2009-12-18,flow,29.1
thames,2009-12-19,flow,26.5
thames,2009-12-20,flow,25.6
thames,2009-12-21,flow,24.0
thames,2009-12-22,flow,22.9
thames,2009-12-23,flow,21.8
thames,2009-12-24,flow,25.1
thames,2009-12-25,flow,24.3
thames,2009-12-26,flow,24.4
thames,2009-12-27,flow,26.1
thames,2009-12-28,flow,24.9
thames,2009-12-29,flow,27.1
thames,2009-12-30,flow,45.5
thames,2009-12-31,flow,48.5
thames,2010-01-01,flow,48.8
thames,2010-01-02,flow,42.1
thames,2010-01-03,flow,32.1
thames,2010-01-04,flow,26.0
thames,2010-01-05,flow,23.6
thames,2010-01-06,flow,22.1
thames,2010-01-07,flow,20.2
thames,2010-01-08,flow,20.4
thames,2010-01-09,flow,19.8
thames,2010-01-10,flow,19.2
thames,2010-01-11,flow,19.1
thames,2010-01-12,flow,20.6
thames,2010-01-13,flow,22.6
thames,2010-01-14,flow,22.3
thames,2010-01-15,flow,26.4
thames,2010-01-16,flow,46.4
thames,2010-01-17,flow,47.9
thames,2010-01-18,flow,50.6
thames,2010-01-19,flow,47.2
thames,2010-01-20,flow,42.4
thames,2010-01-21,flow,44.1
thames,2010-01-22,flow,47.9
thames,2010-01-23,flow,53.5
thames,2010-01-24,flow,56.6
thames,2010-01-25,flow,58.6
thames,2010-01-26,flow,55.2
thames,2010-01-27,flow,48.4
thames,2010-01-28,flow,42.8
thames,2010-01-29,flow,42.1
thames,2010-01-30,flow,43.1
thames,2010-01-31,flow,41.2
thames,2010-02-01,flow,36.3
thames,2010-02-02,flow,32.2
thames,2010-02-03,flow,30.3
thames,2010-02-04,flow,31.6
thames,2010-02-05,flow,32.1
thames,2010-02-06,flow,30.7
thames,2010-02-07,flow,28.7
thames,2010-02-08,flow,25.7
thames,2010-02-09,flow,23.5
thames,2010-02-10,flow,21.5
thames,2010-02-11,flow,20.1
thames,2010-02-12,flow,19.7
thames,2010-02-13,flow,18.6
thames,2010-02-14,flow,18.5
thames,2010-02-15,flow,17.4
thames,2010-02-16,flow,18.0
thames,2010-02-17,flow,19.5
thames,2010-02-18,flow,20.1
thames,2010-02-19,flow,30.9
thames,2010-02-20,flow,28.1
thames,2010-02-21,flow,23.5
thames,2010-02-22,flow,24.2
thames,2010-02-23,flow,28.8
thames,2010-02-24,flow,27.0
thames,2010-02-25,flow,25.2
thames,2010-02-26,flow,28.3
thames,2010-02-27,flow,34.2
thames,2010-02-28,flow,43.6
thames,2010-03-01,flow,44.3
thames,2010-03-02,flow,37.2
thames,2010-03-03,flow,29.0
thames,2010-03-04,flow,27.9
thames,2010-03-05,flow,25.5
thames,2010-03-06,flow,24.6
thames,2010-03-07,flow,22.9
thames,2010-03-08,flow,21.4
thames,2010-03-09,flow,19.7
thames,2010-03-10,flow,17.6
thames,2010-03-11,flow,16.9
thames,2010-03-12,flow,16.6
thames,2010-03-13,flow,16.0
thames,2010-03-14,flow,15.3
thames,2010-03-15,flow,14.9
thames,2010-03-16,flow,14.4
thames,2010-03-17,flow,14.1
thames,2010-03-18,flow,13.8
thames,2010-03-19,flow,14.2
thames,2010-03-20,flow,17.2
thames,2010-03-21,flow,17.4
thames,2010-03-22,flow,15.5
thames,2010-03-23,flow,15.2
thames,2010-03-24,flow,15.9
thames,2010-03-25,flow,34.5
thames,2010-03-26,flow,44.2
thames,2010-03-27,flow,31.9
thames,2010-03-28,flow,25.4
thames,2010-03-29,flow,23.8
thames,2010-03-30,flow,24.6
thames,2010-03-31,flow,28.5
thames,2010-04-01,flow,27.4
thames,2010-04-02,flow,25.5
thames,2010-04-03,flow,27.6
thames,2010-04-04,flow,30.5
thames,2010-04-05,flow,28.7
thames,2010-04-06,flow,25.1
thames,2010-04-07,flow,22.0
thames,2010-04-08,flow,20.1
thames,2010-04-09,flow,18.3
thames,2010-04-10,flow,20.4
thames,2010-04-11,flow,21.3
thames,2010-04-12,flow,20.7
thames,2010-04-13,flow,18.8
thames,2010-04-14,flow,16.4
thames,2010-04-15,flow,15.7
thames,2010-04-16,flow,14.5
thames,2010-04-17,flow,14.0
thames,2010-04-18,flow,13.8
thames,2010-04-19,flow,14.3
thames,2010-04-20,flow,13.4
thames,2010-04-21,flow,14.6
thames,2010-04-22,flow,14.9
thames,2010-04-23,flow,13.1
thames,2010-04-24,flow,12.5
thames,2010-04-25,flow,12.4
thames,2010-04-26,flow,12.2
thames,2010-04-27,flow,11.2
thames,2010-04-28,flow,11.1
thames,2010-04-29,flow,11.3
thames,2010-04-30,flow,11.7
thames,2010-05-01,flow,11.5
thames,2010-05-02,flow,10.6
thames,2010-05-03,flow,14.2
thames,2010-05-04,flow,14.4
thames,2010-05-05,flow,10.7
thames,2010-05-06,flow,11.7
thames,2010-05-07,flow,10.1
thames,2010-05-08,flow,9.58
thames,2010-05-09,flow,9.83
thames,2010-05-10,flow,10.3
thames,2010-05-11,flow,9.21
thames,2010-05-12,flow,9.32
thames,2010-05-13,flow,8.06
thames,2010-05-14,flow,8.01
thames,2010-05-15,flow,7.76
thames,2010-05-16,flow,7.58
thames,2010-05-17,flow,7.57
thames,2010-05-18,flow,7.36
thames,2010-05-19,flow,6.24
thames,2010-05-20,flow,6.5
thames,2010-05-21,flow,6.37
thames,2010-05-22,flow,6.12
thames,2010-05-23,flow,5.94
thames,2010-05-24,flow,6.03
thames,2010-05-25,flow,5.71
thames,2010-05-26,flow,6.41
thames,2010-05-27,flow,7.29
thames,2010-05-28,flow,8.12
thames,2010-05-29,flow,6.95
thames,2010-05-30,flow,7.38
thames,2010-05-31,flow,7.2
thames,2010-06-01,flow,5.91
thames,2010-06-02,flow,4.45
thames,2010-06-03,flow,4.46
thames,2010-06-04,flow,3.88
thames,2010-06-05,flow,4.15
thames,2010-06-06,flow,4.76
thames,2010-06-07,flow,4.48
thames,2010-06-08,flow,7.52
thames,2010-06-09,flow,10.1
thames,2010-06-10,flow,6.41
thames,2010-06-11,flow,5.33
thames,2010-06-12,flow,4.31
thames,2010-06-13,flow,4.1
thames,2010-06-14,flow,3.75
thames,2010-06-15,flow,4.06
thames,2010-06-16,flow,3.52
thames,2010-06-17,flow,2.95
thames,2010-06-18,flow,3.31
thames,2010-06-19,flow,3.19
thames,2010-06-20,flow,2.87
thames,2010-06-21,flow,2.98
thames,2010-06-22,flow,2.97
thames,2010-06-23,flow,2.79
thames,2010-06-24,flow,2.7
thames,2010-06-25,flow,2.72
thames,2010-06-26,flow,2.68
thames,2010-06-27,flow,2.56
thames,2010-06-28,flow,2.45
thames,2010-06-29,flow,2.32
thames,2010-06-30,flow,2.34
thames,2010-07-01,flow,2.26
thames,2010-07-02,flow,2.16
thames,2010-07-03,flow,2.1
thames,2010-07-04,flow,1.74
thames,2010-07-05,flow,2.01
thames,2010-07-06,flow,2.17
thames,2010-07-07,flow,2.18
thames,2010-07-08,flow,1.88
thames,2010-07-09,flow,1.39
thames,2010-07-10,flow,1.06
thames,2010-07-11,flow,0.621
thames,2010-07-12,flow,0.959
thames,2010-07-13,flow,1.13
thames,2010-07-14,flow,1.3
thames,2010-07-15,flow,1.22
thames,2010-07-16,flow,1.28
thames,2010-07-17,flow,1.59
thames,2010-07-18,flow,1.51
thames,2010-07-19,flow,1.44
thames,2010-07-20,flow,1.78
thames,2010-07-21,flow,2.01
thames,2010-07-22,flow,1.62
thames,2010-07-23,flow,1.41
thames,2010-07-24,flow,1.52
thames,2010-07-25,flow,1.6
thames,2010-07-26,flow,1.49
thames,2010-07-27,flow,1.35
thames,2010-07-28,flow,1.23
thames,2010-07-29,flow,1.12
thames,2010-07-30,flow,0.963
thames,2010-07-31,flow,0.974
thames,2010-08-01,flow,1.04
thames,2010-08-02,flow,0.947
thames,2010-08-03,flow,0.919
thames,2010-08-04,flow,1.32
thames,2010-08-05,flow,1.38
thames,2010-08-06,flow,2.06
thames,2010-08-07,flow,1.45
thames,2010-08-08,flow,0.993
thames,2010-08-09,flow,0.973
thames,2010-08-10,flow,1.32
thames,2010-08-11,flow,1.95
thames,2010-08-12,flow,3.44
thames,2010-08-13,flow,2.46
thames,2010-08-14,flow,2.81
thames,2010-08-15,flow,3.07
thames,2010-08-16,flow,4.1
thames,2010-08-17,flow,2.48
thames,2010-08-18,flow,1.27
thames,2010-08-19,flow,1.01
thames,2010-08-20,flow,1.46
thames,2010-08-21,flow,2.54
thames,2010-08-22,flow,3.28
thames,2010-08-23,flow,7.75
thames,2010-08-24,flow,9.02
thames,2010-08-25,flow,4.91
thames,2010-08-26,flow,9.41
thames,2010-08-27,flow,10.3
thames,2010-08-28,flow,5.67
thames,2010-08-29,flow,5.66
thames,2010-08-30,flow,2.29
thames,2010-08-31,flow,3.1
thames,2010-09-01,flow,3.07
