,arc,flow,time,do,org-phosphorus,phosphate,ammonia,solids,bod,cod,ph,temperature,nitrate,nitrite,org-nitrogen
1270,percolation,0.0,2009-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,runoff,0.0,2009-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,storm_outflow,0.011000000000000003,2009-07-22,0.0,0.0,1.6503075965991565e-06,0.0,0.0,0.0,0.0,0.0,18.03735521027027,0.0,0.0,0.0
1273,baseflow,0.0,2009-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,catchment_outflow,0.011000000000000003,2009-07-22,0.0,0.0,1.6503075965991565e-06,0.0,0.0,0.0,0.0,0.0,18.03735521027027,0.0,0.0,0.0
1275,reservoir_outflow,0.0,2009-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,gw1_gw2,0.0,2009-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,gw2_gw1,0.0973500834077358,2009-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,urban_drainage,0.0,2009-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,percolation,0.0,2009-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,runoff,0.0,2009-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,storm_outflow,0.0,2009-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,baseflow,0.0,2009-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,catchment_outflow,0.0,2009-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,reservoir_outflow,0.0,2009-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,gw1_gw2,0.0,2009-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,gw2_gw1,0.09670108285168447,2009-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,urban_drainage,0.0009999999999999983,2009-07-24,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,17.90714286,0.0,0.0,0.0
1288,percolation,0.0,2009-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,runoff,0.0,2009-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,storm_outflow,0.0009999999999999983,2009-07-24,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,17.90714286,0.0,0.0,0.0
1291,baseflow,0.0,2009-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,catchment_outflow,0.0009999999999999983,2009-07-24,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,17.90714286,0.0,0.0,0.0
1293,reservoir_outflow,0.0004999999999999991,2009-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1294,gw1_gw2,0.0,2009-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,gw2_gw1,0.0960564089660064,2009-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,urban_drainage,0.0,2009-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,percolation,0.0,2009-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1298,runoff,0.0,2009-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299,storm_outflow,0.0,2009-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,baseflow,0.0,2009-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,catchment_outflow,0.0,2009-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,reservoir_outflow,0.0,2009-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,gw1_gw2,0.0,2009-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,gw2_gw1,0.0954160329062333,2009-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,urban_drainage,0.04,2009-07-26,0.0,0.0,1.5094339622641509e-06,0.0,0.0,0.0,0.0,0.0,17.83571429,0.0,0.0,0.0
1306,percolation,0.0,2009-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,runoff,0.0,2009-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,storm_outflow,0.04,2009-07-26,0.0,0.0,1.5094339622641509e-06,0.0,0.0,0.0,0.0,0.0,17.83571429,0.0,0.0,0.0
1309,baseflow,0.0,2009-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,catchment_outflow,0.04,2009-07-26,0.0,0.0,1.5094339622641509e-06,0.0,0.0,0.0,0.0,0.0,17.83571429,0.0,0.0,0.0
1311,reservoir_outflow,0.0265,2009-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,gw1_gw2,0.0,2009-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,gw2_gw1,0.09477992602019167,2009-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,urban_drainage,0.0,2009-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,percolation,0.0,2009-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,runoff,0.0,2009-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,storm_outflow,0.0,2009-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,baseflow,0.0,2009-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,catchment_outflow,0.0,2009-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,reservoir_outflow,0.0,2009-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,gw1_gw2,0.0,2009-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,gw2_gw1,0.0941480598467237,2009-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,urban_drainage,0.0,2009-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,percolation,0.0,2009-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,runoff,0.0,2009-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,storm_outflow,0.0,2009-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,baseflow,0.0,2009-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,catchment_outflow,0.0,2009-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,reservoir_outflow,0.0,2009-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,gw1_gw2,0.0,2009-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,gw2_gw1,0.09352040611441233,2009-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,urban_drainage,0.039999999999999994,2009-07-29,0.0,0.0,9.185700099304864e-07,0.0,0.0,0.0,0.0,0.0,17.81875,0.0,0.0,0.0
1333,percolation,0.0,2009-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,runoff,0.0,2009-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,storm_outflow,0.039999999999999994,2009-07-29,0.0,0.0,9.185700099304864e-07,0.0,0.0,0.0,0.0,0.0,17.81875,0.0,0.0,0.0
1336,baseflow,0.0,2009-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,catchment_outflow,0.039999999999999994,2009-07-29,0.0,0.0,9.185700099304864e-07,0.0,0.0,0.0,0.0,0.0,17.81875,0.0,0.0,0.0
1338,reservoir_outflow,0.076,2009-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,gw1_gw2,0.0,2009-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,gw2_gw1,0.09289693674031625,2009-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,urban_drainage,0.04,2009-07-30,0.0,0.0,1.310824230387289e-06,0.0,0.0,0.0,0.0,0.0,17.81875,0.0,0.0,0.0
1342,percolation,0.0,2009-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,runoff,0.0,2009-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,storm_outflow,0.04,2009-07-30,0.0,0.0,1.310824230387289e-06,0.0,0.0,0.0,0.0,0.0,17.81875,0.0,0.0,0.0
1345,baseflow,0.0,2009-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,catchment_outflow,0.04,2009-07-30,0.0,0.0,1.310824230387289e-06,0.0,0.0,0.0,0.0,0.0,17.81875,0.0,0.0,0.0
1347,reservoir_outflow,0.0,2009-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,gw1_gw2,0.0,2009-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,gw2_gw1,0.09227762382871402,2009-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,urban_drainage,0.04,2009-07-31,0.0,0.0,1.811762109676707e-06,0.0,0.0,0.0,0.0,0.0,17.819531250000004,0.0,0.0,0.0
1351,percolation,0.0,2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,runoff,0.0,2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,storm_outflow,0.04,2009-07-31,0.0,0.0,1.811762109676707e-06,0.0,0.0,0.0,0.0,0.0,17.819531250000004,0.0,0.0,0.0
1354,baseflow,0.0,2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,catchment_outflow,0.04,2009-07-31,0.0,0.0,1.811762109676707e-06,0.0,0.0,0.0,0.0,0.0,17.819531250000004,0.0,0.0,0.0
1356,reservoir_outflow,0.0014999999999999996,2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,gw1_gw2,0.0,2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,gw2_gw1,0.09166243966985609,2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,urban_drainage,0.04,2009-08-01,0.0,0.0,1.848611085087823e-06,0.0,0.0,0.0,0.0,0.0,17.830365566037738,0.0,0.0,0.0
1360,percolation,0.0,2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,runoff,0.0,2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,storm_outflow,0.04,2009-08-01,0.0,0.0,1.848611085087823e-06,0.0,0.0,0.0,0.0,0.0,17.830365566037738,0.0,0.0,0.0
1363,baseflow,0.0,2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,catchment_outflow,0.04,2009-08-01,0.0,0.0,1.848611085087823e-06,0.0,0.0,0.0,0.0,0.0,17.830365566037738,0.0,0.0,0.0
1365,reservoir_outflow,0.010500000000000002,2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,gw1_gw2,0.0,2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,gw2_gw1,0.09105135673872376,2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,urban_drainage,0.0,2009-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,percolation,0.0,2009-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,runoff,0.0,2009-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,storm_outflow,0.0,2009-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,baseflow,0.0,2009-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,catchment_outflow,0.0,2009-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,reservoir_outflow,0.0,2009-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,gw1_gw2,0.0,2009-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,gw2_gw1,0.09044434769379901,2009-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,urban_drainage,0.0,2009-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,percolation,0.0,2009-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,runoff,0.0,2009-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,storm_outflow,0.0,2009-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,baseflow,0.0,2009-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,catchment_outflow,0.0,2009-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,reservoir_outflow,0.0,2009-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,gw1_gw2,0.0,2009-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,gw2_gw1,0.08984138537584041,2009-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,urban_drainage,0.04,2009-08-04,0.0,0.0,7.311266198281305e-07,0.0,0.0,0.0,0.0,0.0,17.875,0.0,0.0,0.0
1387,percolation,0.0,2009-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,runoff,0.0,2009-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,storm_outflow,0.04,2009-08-04,0.0,0.0,7.311266198281305e-07,0.0,0.0,0.0,0.0,0.0,17.875,0.0,0.0,0.0
1390,baseflow,0.0,2009-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,catchment_outflow,0.04,2009-08-04,0.0,0.0,7.311266198281305e-07,0.0,0.0,0.0,0.0,0.0,17.875,0.0,0.0,0.0
1392,reservoir_outflow,0.0985,2009-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,gw1_gw2,0.0,2009-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,gw2_gw1,0.08924244280666792,2009-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395,urban_drainage,0.04,2009-08-05,0.0,0.0,1.0824257294616538e-06,0.0,0.0,0.0,0.0,0.0,17.875,0.0,0.0,0.0
1396,percolation,0.0,2009-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,runoff,0.0029788582833558063,2009-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.95416667,0.0,0.0,0.0
1398,storm_outflow,0.04,2009-08-05,0.0,0.0,1.0824257294616538e-06,0.0,0.0,0.0,0.0,0.0,17.875,0.0,0.0,0.0
1399,baseflow,0.0,2009-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,catchment_outflow,0.042978858283355806,2009-08-05,0.0,0.0,1.0824257294616538e-06,0.0,0.0,0.0,0.0,0.0,17.880487030137946,0.0,0.0,0.0
1401,reservoir_outflow,0.0,2009-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,gw1_gw2,0.0,2009-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,gw2_gw1,0.0886474931879569,2009-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,urban_drainage,0.04,2009-08-06,0.0,0.0,5.652606348304117e-07,0.0,0.0,0.0,0.0,0.0,17.972481341231344,0.0,0.0,0.0
1405,percolation,0.026148777566410188,2009-08-06,0.0,0.0,2.210869346925628e-06,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1406,runoff,0.17891268861228024,2009-08-06,0.0,0.0,7.369564489752096e-06,0.0,0.0,0.0,0.0,0.0,17.49119580627303,0.0,0.0,0.0
1407,storm_outflow,0.04,2009-08-06,0.0,0.0,5.652606348304117e-07,0.0,0.0,0.0,0.0,0.0,17.972481341231344,0.0,0.0,0.0
1408,baseflow,6.537194391602547e-05,2009-08-06,0.0,0.0,5.52717336731407e-09,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1409,catchment_outflow,0.21897806055619629,2009-08-06,0.0,0.0,7.940352297949822e-06,0.0,0.0,0.0,0.0,0.0,17.578940283833244,0.0,0.0,0.0
1410,reservoir_outflow,0.0825,2009-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1411,gw1_gw2,0.0,2009-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412,gw2_gw1,0.08805650990003731,2009-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,urban_drainage,0.04,2009-08-07,0.0,0.0,8.119203112564128e-07,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0
1414,percolation,0.025625802015081984,2009-08-07,0.0,0.0,2.1666519599871155e-06,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1415,runoff,0.06973007351042718,2009-08-07,0.0,0.0,5.895651591801677e-06,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1416,storm_outflow,0.04,2009-08-07,0.0,0.0,8.119203112564128e-07,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0
1417,baseflow,0.00012927301909394036,2009-08-07,0.0,0.0,1.0929985333863574e-08,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1418,catchment_outflow,0.10985934652952112,2009-08-07,0.0,0.0,6.718501888391954e-06,0.0,0.0,0.0,0.0,0.0,17.30354416062016,0.0,0.0,0.0
1419,reservoir_outflow,0.0,2009-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,gw1_gw2,0.0,2009-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,gw2_gw1,0.08746946650070378,2009-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,urban_drainage,0.04,2009-08-08,0.0,0.0,1.1919095425072792e-06,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0
1423,percolation,0.025113285974780342,2009-08-08,0.0,0.0,2.123318920787373e-06,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1424,runoff,0.05578405880834173,2009-08-08,0.0,0.0,4.71652127344134e-06,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1425,storm_outflow,0.04,2009-08-08,0.0,0.0,1.1919095425072792e-06,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0
1426,baseflow,0.00019173305148315636,2009-08-08,0.0,0.0,1.6210957672497347e-08,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1427,catchment_outflow,0.09597579185982488,2009-08-08,0.0,0.0,5.924641773621116e-06,0.0,0.0,0.0,0.0,0.0,17.358950540917206,0.0,0.0,0.0
1428,reservoir_outflow,0.0,2009-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,gw1_gw2,0.0,2009-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,gw2_gw1,0.08688633672403245,2009-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,urban_drainage,0.04,2009-08-09,0.0,0.0,1.917343529440752e-06,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0
1432,percolation,0.02461102025528474,2009-08-09,0.0,0.0,2.080852542371626e-06,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1433,runoff,0.04462724704667339,2009-08-09,0.0,0.0,3.7732170187530727e-06,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1434,storm_outflow,0.04,2009-08-09,0.0,0.0,1.917343529440752e-06,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0
1435,baseflow,0.00025278126949266033,2009-08-09,0.0,0.0,2.1372561634245166e-08,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1436,catchment_outflow,0.08488002831616605,2009-08-09,0.0,0.0,5.71193310982807e-06,0.0,0.0,0.0,0.0,0.0,17.416262834994903,0.0,0.0,0.0
1437,reservoir_outflow,0.0,2009-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1438,gw1_gw2,0.0,2009-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1439,gw2_gw1,0.08630709447920548,2009-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,urban_drainage,0.03200000000000001,2009-08-10,0.0,0.0,3.3008122353289023e-06,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0
1441,percolation,0.024118799850179045,2009-08-10,0.0,0.0,2.0392354915241935e-06,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1442,runoff,0.03764932022855343,2009-08-10,0.0,0.0,3.0185736150024592e-06,0.0,0.0,0.0,0.0,0.0,16.994468570615723,0.0,0.0,0.0
1443,storm_outflow,0.03200000000000001,2009-08-10,0.0,0.0,3.3008122353289023e-06,0.0,0.0,0.0,0.0,0.0,17.97248134123134,0.0,0.0,0.0
1444,baseflow,0.0003124463159443763,2009-08-10,0.0,0.0,2.6417218958970036e-08,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1445,catchment_outflow,0.06996176654449782,2009-08-10,0.0,0.0,6.345803069290331e-06,0.0,0.0,0.0,0.0,0.0,17.441474224179444,0.0,0.0,0.0
1446,reservoir_outflow,0.0,2009-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447,gw1_gw2,0.0,2009-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,gw2_gw1,0.08573171384934408,2009-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,urban_drainage,0.0,2009-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,percolation,0.02363642385317546,2009-08-11,0.0,0.0,1.9984507816937095e-06,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1451,runoff,0.028561438109870968,2009-08-11,0.0,0.0,2.414858892001967e-06,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1452,storm_outflow,0.0,2009-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,baseflow,0.000370756259787454,2009-08-11,0.0,0.0,3.134730286580688e-08,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1454,catchment_outflow,0.028932194369658423,2009-08-11,0.0,0.0,2.446206194867774e-06,0.0,0.0,0.0,0.0,0.0,16.92052472866569,0.0,0.0,0.0
1455,reservoir_outflow,0.0,2009-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,gw1_gw2,0.0,2009-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1457,gw2_gw1,0.08516016909034861,2009-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,urban_drainage,0.0,2009-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
